EPISODE_ID,EVENT_ID,EPISODE_NARRATIVE,EVENT_NARRATIVE
191117,1176308,"A cutoff low over the North Plains, coupled with intense winds aloft and a cold front at the surface, helped spawn multiple rounds of severe thunderstorms that produced hail, flash flooding, and damaging winds to East Tennessee.",A large tree sliced through a house on Old Liberty Hill Road in town.
191117,1176319,"A cutoff low over the North Plains, coupled with intense winds aloft and a cold front at the surface, helped spawn multiple rounds of severe thunderstorms that produced hail, flash flooding, and damaging winds to East Tennessee.",A few trees were blown down by severe thunderstorm winds.
191117,1176320,"A cutoff low over the North Plains, coupled with intense winds aloft and a cold front at the surface, helped spawn multiple rounds of severe thunderstorms that produced hail, flash flooding, and damaging winds to East Tennessee.",Trees were blown down onto powerlines by severe thunderstorm wind gusts on Nydeck Trail.
191117,1176321,"A cutoff low over the North Plains, coupled with intense winds aloft and a cold front at the surface, helped spawn multiple rounds of severe thunderstorms that produced hail, flash flooding, and damaging winds to East Tennessee.",Several trees were blown down by severe thunderstorm wind gusts.
191117,1185139,"A cutoff low over the North Plains, coupled with intense winds aloft and a cold front at the surface, helped spawn multiple rounds of severe thunderstorms that produced hail, flash flooding, and damaging winds to East Tennessee.",Water covered road.
191426,1178714,"An upper trough, a shortwave, and a cold front combined in a potent environment to produce several rounds of severe thunderstorms in East Tennessee, producing large hail, damaging wind gusts, and some flash flooding.",
191426,1178715,"An upper trough, a shortwave, and a cold front combined in a potent environment to produce several rounds of severe thunderstorms in East Tennessee, producing large hail, damaging wind gusts, and some flash flooding.",
191426,1178716,"An upper trough, a shortwave, and a cold front combined in a potent environment to produce several rounds of severe thunderstorms in East Tennessee, producing large hail, damaging wind gusts, and some flash flooding.",
191426,1178717,"An upper trough, a shortwave, and a cold front combined in a potent environment to produce several rounds of severe thunderstorms in East Tennessee, producing large hail, damaging wind gusts, and some flash flooding.",
191426,1178718,"An upper trough, a shortwave, and a cold front combined in a potent environment to produce several rounds of severe thunderstorms in East Tennessee, producing large hail, damaging wind gusts, and some flash flooding.",
191426,1178719,"An upper trough, a shortwave, and a cold front combined in a potent environment to produce several rounds of severe thunderstorms in East Tennessee, producing large hail, damaging wind gusts, and some flash flooding.",
191426,1178720,"An upper trough, a shortwave, and a cold front combined in a potent environment to produce several rounds of severe thunderstorms in East Tennessee, producing large hail, damaging wind gusts, and some flash flooding.",
188375,1157624,"A major winter storm impacted the Mid-South on January 14-15, 2024. Transportation was greatly affected. Snow spread across the Mid-South during the afternoon hours on January 14th as an upper jet intensified across the region in advance of a potent upper trough. By early morning Monday, areas along and south of I-40 and especially near the Tennessee/Mississippi border were located under the right entrance region of the upper jet streak. The lift associated with the jet streak combined with a steady influx of mid-level moisture and strong mid-level frontogenesis resulted in heavy snowfall. The heaviest snowfall in West Tennessee fell from I-40 south to the Tennessee/Mississippi state line where four to eight inches fell. The entrance region of the upper jet slowly sagged south through north Mississippi during the day on January 15th and snow gradually tapered off.",Four to seven inches of snow fell across Benton County.
